,text,created_at,user,likes,retweets,links
382,Wanted: Suspect for Commercial Burglary in the 5th District [VIDEO] https://t.co/HEKBY9XPGo https://t.co/0IJDXCNuNg,2022-04-27 10:37:33+00:00,PhillyPolice,7,10,https://t.co/HEKBY9XPGohttps://t.co/0IJDXCNuNg
383,Wanted: Suspect for Commercial Robbery in the 22nd District [VIDEO] https://t.co/Xi8V4Oy84s https://t.co/FGktTvqIDl,2022-04-26 17:39:27+00:00,PhillyPolice,4,7,https://t.co/Xi8V4Oy84shttps://t.co/FGktTvqIDl
384,Wanted: Suspects for Shooting Incident in the 18th District [VIDEO] https://t.co/hRRznkTSlu https://t.co/9s5U3GlR6k,2022-04-25 13:47:35+00:00,PhillyPolice,10,16,https://t.co/hRRznkTSluhttps://t.co/9s5U3GlR6k
385,Wanted: Suspects for Robbery in the 39th District [VIDEO] https://t.co/G84JvRS7hP https://t.co/LsG0QWzbMs,2022-04-22 10:46:29+00:00,PhillyPolice,7,9,https://t.co/G84JvRS7hPhttps://t.co/LsG0QWzbMs
386,Wanted: Suspect for Residential Burglary in the 9th District [VIDEO] https://t.co/GGnLBLw93V https://t.co/gdmJQKgZc0,2022-04-21 17:26:34+00:00,PhillyPolice,6,9,https://t.co/GGnLBLw93Vhttps://t.co/gdmJQKgZc0
387,Wanted: Suspect for Residential Burglary in the 6th District [VIDEO] https://t.co/Cfn79LXMma https://t.co/NijwRFUnWK,2022-04-21 15:33:08+00:00,PhillyPolice,5,8,https://t.co/Cfn79LXMmahttps://t.co/NijwRFUnWK
388,Wanted: Suspects for Homicide in the 39th District [UPDATED VIDEO] https://t.co/hYOsrk3IwR https://t.co/rI7dsWWXW3,2022-04-21 11:02:54+00:00,PhillyPolice,16,14,https://t.co/hYOsrk3IwRhttps://t.co/rI7dsWWXW3
389,Wanted: Suspects for Commercial Robbery in the 12th District [VIDEO] https://t.co/I7chL8aPol https://t.co/4Q5kar4xdr,2022-04-21 10:47:15+00:00,PhillyPolice,20,16,https://t.co/I7chL8aPolhttps://t.co/4Q5kar4xdr
390,Wanted: Suspect for Commercial Burglary in the 26th District [VIDEO] https://t.co/piX62phgiS https://t.co/nS4YHNuKPL,2022-04-21 10:31:53+00:00,PhillyPolice,7,9,https://t.co/piX62phgiShttps://t.co/nS4YHNuKPL
391,Wanted: Suspect for Shooting Incident in the 35th District [VIDEO] https://t.co/v0vGJSjJRj https://t.co/K1WQrVK4ZM,2022-04-19 15:08:09+00:00,PhillyPolice,20,16,https://t.co/v0vGJSjJRjhttps://t.co/K1WQrVK4ZM
392,RT @PPDJasReilly: Have you seen Ms. Mildred Shaw? Please call @PhillyPolice South Detective Division at 215-686-3013 or dial 911 if you hav…,2022-04-17 21:21:41+00:00,PhillyPolice,0,26,
393,Wanted: Suspect for Theft in the 9th District [VIDEO] https://t.co/zptx0O0ALH https://t.co/9VhM5tmEbm,2022-04-15 17:37:38+00:00,PhillyPolice,5,10,https://t.co/zptx0O0ALHhttps://t.co/9VhM5tmEbm
394,RT @PPDCommish: Congrats to our new 9-1-1 Dispatchers who graduated from training this morning! We thank them for answering this critical c…,2022-04-14 15:36:39+00:00,PhillyPolice,0,20,
395,Wanted: Suspects for Home Invasion/Shooting Incident Victim in the 35th District [VIDEO] https://t.co/5ul1hm5BPA https://t.co/KI1GaftByw,2022-04-14 13:54:46+00:00,PhillyPolice,5,5,https://t.co/5ul1hm5BPAhttps://t.co/KI1GaftByw
396,"RT @PPDCommish: Today, we were honored to pay tribute to fallen PPD Officer, Sergeant Jose Novoa, at his hero plaque unveiling at @FOPLodge…",2022-04-13 19:25:21+00:00,PhillyPolice,0,20,
397,Wanted: Suspect for Robbery in the 22nd District [VIDEO] https://t.co/YAUP3htKEy https://t.co/6vEdboRuv5,2022-04-13 16:53:44+00:00,PhillyPolice,5,8,https://t.co/YAUP3htKEyhttps://t.co/6vEdboRuv5
398,RT @PPDInspThomas: Thank you to our dispatchers!! National Public Safety Telecommunications Week!! @PhillyPolice https://t.co/65s5C68KlE,2022-04-13 13:16:25+00:00,PhillyPolice,0,13,https://t.co/65s5C68KlE
399,RT @PPDCommish: The Philadelphia Police Department continues to monitor the situation in NYC. @PhillyPolice personnel are assisting @NYPDne…,2022-04-12 22:12:19+00:00,PhillyPolice,0,21,
400,Wanted: Suspects for Robbery in the 6th District [VIDEO] https://t.co/FgGtVoD50O https://t.co/fHVK1qDKr0,2022-04-12 18:19:00+00:00,PhillyPolice,5,6,https://t.co/FgGtVoD50Ohttps://t.co/fHVK1qDKr0
401,"We are monitoring the situation in NYC. PPD is working w/ @Septa and @amtrak Police to monitor subways and transportation hubs in our city. While there is no apparent nexus to Philadelphia at this time, people should remain vigilant &amp; immediately report suspicious activity to 911 https://t.co/zIeMJG4BOm",2022-04-12 14:46:05+00:00,PhillyPolice,63,42,https://t.co/zIeMJG4BOm
402,"It's #NationalPublicSafetyTelecommunicatorsWeek , and we're recognizing our dedicated PPD  dispatchers  who work around the clock to serve our communities. Thanks go out to all of our #HeadsetHeroes for their selfless service! https://t.co/n6eYuf4IsG",2022-04-11 17:44:15+00:00,PhillyPolice,16,6,https://t.co/n6eYuf4IsG
403,Wanted: Suspects for Aggravated Assault in the 6th District [VIDEO] https://t.co/Y7ky14obxv https://t.co/E36vYcUxuh,2022-04-11 16:31:51+00:00,PhillyPolice,8,13,https://t.co/Y7ky14obxvhttps://t.co/E36vYcUxuh
404,Wanted: Suspects for Commercial Robbery in the 12th District [VIDEO] https://t.co/FHCoE2TqQs https://t.co/IvGhJEsZxe,2022-04-11 11:48:26+00:00,PhillyPolice,12,10,https://t.co/FHCoE2TqQshttps://t.co/IvGhJEsZxe
405,Wanted: Suspects for Robbery/Carjacking in the 22nd District [VIDEO] https://t.co/R3MulS26vk https://t.co/1mBLuvod5n,2022-04-11 11:18:40+00:00,PhillyPolice,14,13,https://t.co/R3MulS26vkhttps://t.co/1mBLuvod5n
406,"RT @PPDVJohnson: One of my newly minted police 👮‍♀️ officers decided to bring the air force squadron for today’s ceremony, the Marine in me…",2022-04-08 19:53:05+00:00,PhillyPolice,0,10,
407,Wanted: Suspect for Robbery in the 6th District [VIDEO] https://t.co/Tv5DxCYPfk https://t.co/2nvznvxbZs,2022-04-08 11:02:09+00:00,PhillyPolice,12,9,https://t.co/Tv5DxCYPfkhttps://t.co/2nvznvxbZs
408,Wanted: Suspects for Residential Burglary in the 5th District [VIDEO] https://t.co/qWrXN7HIR8 https://t.co/J01bOe6AIM,2022-04-08 10:39:55+00:00,PhillyPolice,11,7,https://t.co/qWrXN7HIR8https://t.co/J01bOe6AIM
409,Wanted: Suspect for Shooting Incident in the 35th District [VIDEO] https://t.co/WV5T3tmeIC https://t.co/JJ2WnfhtlZ,2022-04-07 17:00:19+00:00,PhillyPolice,4,5,https://t.co/WV5T3tmeIChttps://t.co/JJ2WnfhtlZ
410,"RT @PPDCommish: ..standing in formation at the funerals of our brothers, @PAStatePolice Troopers Mack and Sisca. While I hope we never have…",2022-04-07 15:53:11+00:00,PhillyPolice,0,9,
411,"RT @PPDCommish: I'm beyond grateful that the brave @SEPTA police officer will recover physically from last night's attack. Far too often, w…",2022-04-07 15:53:05+00:00,PhillyPolice,0,14,
412,Wanted: Suspects for Commercial Robbery in the 26th District [VIDEO] https://t.co/sXrqUKYPZM https://t.co/hMRafOJwqx,2022-04-07 10:41:22+00:00,PhillyPolice,12,6,https://t.co/sXrqUKYPZMhttps://t.co/hMRafOJwqx
413,Wanted: Suspects for Shooting Incident in the 12th District [VIDEO] https://t.co/QbsbrB9jR3 https://t.co/24G0RboVnz,2022-04-07 10:28:32+00:00,PhillyPolice,32,17,https://t.co/QbsbrB9jR3https://t.co/24G0RboVnz
414,Wanted: Suspects for Shooting Incident in the 14th District [VIDEO] https://t.co/AVZTxiBChC https://t.co/xLPe9M28FU,2022-04-06 11:09:05+00:00,PhillyPolice,7,11,https://t.co/AVZTxiBChChttps://t.co/xLPe9M28FU
415,Wanted: Suspects for Shooting Incident in the 12th District [VIDEO] https://t.co/ARuhH8uCFR https://t.co/7nQeDvVhaF,2022-04-06 10:56:52+00:00,PhillyPolice,25,20,https://t.co/ARuhH8uCFRhttps://t.co/7nQeDvVhaF
416,Wanted: Suspects for Residential Burglary in the 6th District [VIDEO] https://t.co/6LoDKKjRdu https://t.co/QUBXNUhb7e,2022-04-06 10:41:42+00:00,PhillyPolice,6,6,https://t.co/6LoDKKjRduhttps://t.co/QUBXNUhb7e
417,Wanted: Suspect for Residential Burglary in the 5th District [VIDEO] https://t.co/8j5W20HSXb https://t.co/6ZabKdgz3I,2022-04-05 10:27:14+00:00,PhillyPolice,6,9,https://t.co/8j5W20HSXbhttps://t.co/6ZabKdgz3I
418,Wanted: Suspects for Shooting Incident in the 16th District [VIDEO] https://t.co/pZCu5A6wu0 https://t.co/r9MSnhrBXx,2022-04-04 10:55:41+00:00,PhillyPolice,7,9,https://t.co/pZCu5A6wu0https://t.co/r9MSnhrBXx
419,Wanted: Suspect for Theft of Firearm From Auto in the 22nd District [VIDEO] https://t.co/KdAosos3gk https://t.co/WdWj51Waym,2022-04-04 10:42:27+00:00,PhillyPolice,5,8,https://t.co/KdAosos3gkhttps://t.co/WdWj51Waym
420,"Today, @PPDJoelDales joined city leadership and @RepMGS for @pbs_1914 's Eastern Regional Conference Gun Violence Town Hall. @PhillyPolice is committed to joining collaborations that find strategies to reach our youth and protect our communities. #ProgressThroughPartnership https://t.co/LQbTHckRbi",2022-04-02 00:13:23+00:00,PhillyPolice,21,7,https://t.co/LQbTHckRbi
421,"*Deadline Extended until 4/8* The PPD is hiring civilian (non-sworn) law enforcement analysts.  These are entry level positions that will hire from a diverse range of educational backgrounds.  Please check this link for more info and to apply! 
 https://t.co/XyTDT1aZpd https://t.co/iIprMGrW43",2022-04-01 14:49:27+00:00,PhillyPolice,41,28,https://t.co/XyTDT1aZpdhttps://t.co/iIprMGrW43
422,Wanted: Suspect for Shooting Incident/Victim in the 15th District [VIDEO] https://t.co/u42lQATabj https://t.co/ZpupKRrW86,2022-04-01 12:52:53+00:00,PhillyPolice,4,7,https://t.co/u42lQATabjhttps://t.co/ZpupKRrW86
423,"Thank you for your patience, we are experiencing technical difficulties - the HERstory Fireside Chat will begin shortly! https://t.co/QWpbTSwlDe",2022-03-31 16:21:43+00:00,PhillyPolice,7,0,https://t.co/QWpbTSwlDe
424,Wanted: Suspect for Shooting Incident/Victim in the 14th District [VIDEO] https://t.co/mp3EeMaJWS https://t.co/b46j1a9q4l,2022-03-31 12:10:34+00:00,PhillyPolice,10,11,https://t.co/mp3EeMaJWShttps://t.co/b46j1a9q4l
425,Wanted: Suspects for Shooting Incident/Victim in the 1st District [VIDEO] https://t.co/pczDjnQ27I https://t.co/Iinu4hTykm,2022-03-31 11:47:15+00:00,PhillyPolice,6,10,https://t.co/pczDjnQ27Ihttps://t.co/Iinu4hTykm
426,"RT @PPDCommish: *Now Hiring* We are accepting applications until April 1st, so if you - or someone you know - is interested in becoming a p…",2022-03-30 17:19:27+00:00,PhillyPolice,0,23,
427,"In celebration of #WomensHistoryMonth the PPD invites you to watch a Fireside Chat with @PPDCommish and 83rd Attorney General of the U.S. @AGLynch TOMORROW, Thurs. 3/31 as we recognize the rich contributions of women in our community.  Register at: https://t.co/c1xOvYun6Q https://t.co/mZfsveS5zV",2022-03-30 15:22:52+00:00,PhillyPolice,3,3,https://t.co/c1xOvYun6Qhttps://t.co/mZfsveS5zV
428,Wanted: Suspect for Theft in the 9th District [VIDEO] https://t.co/HPshhZhM6z https://t.co/xEJq54lyx4,2022-03-29 16:57:07+00:00,PhillyPolice,7,12,https://t.co/HPshhZhM6zhttps://t.co/xEJq54lyx4
429,Wanted: Suspects for Theft From Auto/Catalytic Converter in the 3rd District [VIDEO] https://t.co/8s2zsZTVke https://t.co/oQqncmH98I,2022-03-29 16:21:23+00:00,PhillyPolice,8,5,https://t.co/8s2zsZTVkehttps://t.co/oQqncmH98I
430,Wanted: Suspect for Theft of Firearm in the 18th District [VIDEO] https://t.co/tKmk7Ugv18 https://t.co/n0HRMcqZE1,2022-03-28 12:00:15+00:00,PhillyPolice,11,10,https://t.co/tKmk7Ugv18https://t.co/n0HRMcqZE1
431,Wanted: Suspects for Commercial Robbery in the 1st District [VIDEO] https://t.co/U7dn0brTWl https://t.co/3QuT1cIbVu,2022-03-28 10:47:16+00:00,PhillyPolice,10,12,https://t.co/U7dn0brTWlhttps://t.co/3QuT1cIbVu
432,In celebration of #WomensHistoryMonth the PPD invites you watch a Fireside chat with @ppdcommish and 83rd Attorney General of the U.S. @AGLynch on Thurs. 3/31 as we recognize the rich contributions of women in our community.  Register at: https://t.co/x538TDTXdh https://t.co/7SNLLM23sX,2022-03-26 15:07:45+00:00,PhillyPolice,6,5,https://t.co/x538TDTXdhhttps://t.co/7SNLLM23sX
433,"RT @PPDCommish: I was very grateful to walk into the hospital and see our officer’s smiling, albeit bloody, face. Our officers WILL NOT be…",2022-03-26 14:36:41+00:00,PhillyPolice,0,5,
434,Wanted: Suspect for Robbery/Carjacking in the 15th District [VIDEO] https://t.co/SaUMJPsNQ4 https://t.co/JMzS2Ie4P8,2022-03-25 10:58:26+00:00,PhillyPolice,18,16,https://t.co/SaUMJPsNQ4https://t.co/JMzS2Ie4P8
435,RT @PPDKCampbell: @PhillyPAL last night. Well over 100 PAL young ladies were able to be transported to the Cozen Prom Boutique to pick out…,2022-03-24 13:39:50+00:00,PhillyPolice,0,4,
436,Wanted: Suspect for Robbery in the 5th District [VIDEO] https://t.co/ZKW18b3vh9 https://t.co/CTg4PEiCzH,2022-03-24 11:47:56+00:00,PhillyPolice,5,13,https://t.co/ZKW18b3vh9https://t.co/CTg4PEiCzH
437,Wanted: Suspects for Shooting Incident/Victim in the 22nd District [VIDEO] https://t.co/zKUcqXe3vk https://t.co/vbuTnWObbD,2022-03-23 11:48:36+00:00,PhillyPolice,7,14,https://t.co/zKUcqXe3vkhttps://t.co/vbuTnWObbD
438,Wanted: Suspects for Shooting Incident in the 22nd District [VIDEO] https://t.co/0dO2Oq3R6b https://t.co/KsTFAiDccm,2022-03-22 10:38:07+00:00,PhillyPolice,20,14,https://t.co/0dO2Oq3R6bhttps://t.co/KsTFAiDccm
439,RT @PPDCommish: We remain focused on reducing crime &amp; finding justice for victims. Thanks to the hard work of @PhillyPolice’s Shooting Inve…,2022-03-21 20:59:22+00:00,PhillyPolice,0,14,
440,Wanted: Suspect for Shooting Incident in the 16th District [VIDEO] https://t.co/SmQwObtpj5 https://t.co/YoqAEbpNcA,2022-03-21 18:29:19+00:00,PhillyPolice,16,10,https://t.co/SmQwObtpj5https://t.co/YoqAEbpNcA
441,"The Philadelphia Police Department extends its sincerest condolences to our brothers and sisters of the @PAStatePolice, as well the family of the civilian victim.  May they rest in peace. https://t.co/4GtItM9DWn",2022-03-21 11:46:38+00:00,PhillyPolice,463,102,https://t.co/4GtItM9DWn
442,RT @PPDRecruitTrng: Congratulations to our latest group of Crisis Intervention Trained personnel that includes personnel from the Sheriffs…,2022-03-18 23:16:30+00:00,PhillyPolice,0,8,
443,Wanted: Suspect for Commercial Burglary Pattern in the 6th and 9th Districts [VIDEO] https://t.co/3yfPK6AM1h https://t.co/5Or6BlYjzE,2022-03-18 11:06:07+00:00,PhillyPolice,7,8,https://t.co/3yfPK6AM1hhttps://t.co/5Or6BlYjzE
444,Wanted: Suspects for Homicide in the 22nd District [VIDEO] https://t.co/Jub2DnfjU7 https://t.co/qvZONlLUDv,2022-03-17 12:06:15+00:00,PhillyPolice,16,9,https://t.co/Jub2DnfjU7https://t.co/qvZONlLUDv
445,Wanted: Suspects for Homicide in the 2nd District [VIDEO] https://t.co/vxHIJN8WT7 https://t.co/Fe6RLMZy4t,2022-03-17 11:31:28+00:00,PhillyPolice,13,9,https://t.co/vxHIJN8WT7https://t.co/Fe6RLMZy4t
446,Wanted: Suspect for Multiple Shooting Incidents in the 16th District [VIDEO] https://t.co/jWw76VEHHQ https://t.co/EBCzDsCkSJ,2022-03-17 11:08:36+00:00,PhillyPolice,26,22,https://t.co/jWw76VEHHQhttps://t.co/EBCzDsCkSJ
447,Wanted: Suspects for Robbery/Carjacking in the 39th District [VIDEO] https://t.co/lEyYGeiC0g https://t.co/EQJ3gpJJUL,2022-03-15 10:38:01+00:00,PhillyPolice,10,13,https://t.co/lEyYGeiC0ghttps://t.co/EQJ3gpJJUL
448,"The PPD is closely monitoring this joint investigation between  @ATFHQ, @NYPDNEWS, and @DCPoliceDept. While there does not appear to be a nexus to any similar assaults in Philadelphia at this time, @PhillyPolice will be increasing patrols in affected communities. https://t.co/qc2ZVjxBPY",2022-03-14 21:12:43+00:00,PhillyPolice,27,15,https://t.co/qc2ZVjxBPY
449,"RT @PPDCommish: Two years have passed since Cpl. Jimmy O'Connor was taken from us, and we are still heartbroken by the tragic, senseless ev…",2022-03-14 17:12:55+00:00,PhillyPolice,0,33,
450,"RT @PPDRecruiting: Philadelphia Police Department with Temple University Workshops. VIA Zoom March 1st , 8th, 15th from 5:30pm -7:30pm and…",2022-03-14 14:23:39+00:00,PhillyPolice,0,9,
451,"RT @PPDSteveClark: Two years ago on this date, @PhillyPolice Cpl. Jimmy O'Connor was murdered while serving his fellow citizens.  #NeverFor…",2022-03-13 17:05:13+00:00,PhillyPolice,0,82,
452,Wanted: Suspects for Homicide in the 25th District [VIDEO] https://t.co/wCPu0fFLlA https://t.co/7NJkAYv4jS,2022-03-12 13:23:09+00:00,PhillyPolice,20,21,https://t.co/wCPu0fFLlAhttps://t.co/7NJkAYv4jS
453,Wanted: Suspect for Vandalism in the 6th District [VIDEO] https://t.co/7v7kmLWIzk https://t.co/fsG0DQJ1lf,2022-03-12 13:06:53+00:00,PhillyPolice,8,11,https://t.co/7v7kmLWIzkhttps://t.co/fsG0DQJ1lf
454,Now Hiring Dispatchers! https://t.co/C96LAeNWmC,2022-03-11 20:48:11+00:00,PhillyPolice,50,37,https://t.co/C96LAeNWmC
455,RT @PPDCommish: We are devastated that 100 people have been murdered this year. PPD will continue to utilize every resource we have to stem…,2022-03-11 15:57:16+00:00,PhillyPolice,0,26,
456,Wanted: Suspects for Shooting Incident in the 22nd District [VIDEO] https://t.co/1eFL3o34D3 https://t.co/HaeXKWNbWA,2022-03-10 17:43:41+00:00,PhillyPolice,28,30,https://t.co/1eFL3o34D3https://t.co/HaeXKWNbWA
457,Wanted: Suspects for Robbery of UPS Delivery Driver in the 39th District [VIDEO] https://t.co/u6AQEt6sjB https://t.co/ZGEQl5yA1D,2022-03-10 01:48:37+00:00,PhillyPolice,7,10,https://t.co/u6AQEt6sjBhttps://t.co/ZGEQl5yA1D
458,Wanted: Suspects for Robbery/Shooting Incident in the 22nd District [VIDEO] https://t.co/Y75OHPnpod https://t.co/yFGUAutfGo,2022-03-10 01:29:00+00:00,PhillyPolice,7,8,https://t.co/Y75OHPnpodhttps://t.co/yFGUAutfGo
459,Wanted: Suspects for Commercial Robbery in the 1st District [VIDEO] https://t.co/hFjWIaBoyZ https://t.co/HPcIWXevq2,2022-03-09 18:27:35+00:00,PhillyPolice,6,5,https://t.co/hFjWIaBoyZhttps://t.co/HPcIWXevq2
460,Wanted: Suspects for Shooting Incident in the 12th District [VIDEO] https://t.co/nJdl9dpqkJ https://t.co/eCXkvXS8Ej,2022-03-09 11:59:36+00:00,PhillyPolice,8,9,https://t.co/nJdl9dpqkJhttps://t.co/eCXkvXS8Ej
461,"Wanted: Suspects for Commercial Burglary Pattern in the 35th District and Cheltenham Township, Pa [VIDEO] https://t.co/0AgiicUtSk https://t.co/HDOleMgGvh",2022-03-08 12:34:02+00:00,PhillyPolice,6,6,https://t.co/0AgiicUtSkhttps://t.co/HDOleMgGvh
462,Wanted: Suspect for Shooting Incident in the 16th District [VIDEO] https://t.co/oBZIGQzvSx https://t.co/e7JBMxMXvd,2022-03-07 11:49:48+00:00,PhillyPolice,7,10,https://t.co/oBZIGQzvSxhttps://t.co/e7JBMxMXvd
463,"RT @PPDExplorers: Great Day for a Plunge! Supporting our @SpecialOlympiPA @SOPAPhilly! Coming together for a great cause. Community, Busine…",2022-03-05 23:44:26+00:00,PhillyPolice,0,13,
464,"RT @PPDCommish: On this day 7 years ago, hero PPD officer Sgt. Robert Wilson III gave his life while defending the lives of others. His act…",2022-03-05 21:35:03+00:00,PhillyPolice,0,37,
465,Wanted: Suspect for Robbery in the 6th District [VIDEO] https://t.co/xWYediojs1 https://t.co/iFacxjab39,2022-03-04 13:36:44+00:00,PhillyPolice,10,10,https://t.co/xWYediojs1https://t.co/iFacxjab39
466,Wanted: Suspect for Commercial Robbery in the 22nd District [VIDEO] https://t.co/9NF0SIM5VX https://t.co/7miR7JmwyZ,2022-03-02 17:33:56+00:00,PhillyPolice,5,6,https://t.co/9NF0SIM5VXhttps://t.co/7miR7JmwyZ
467,Wanted: Suspect for Robbery in the 12th District [VIDEO] https://t.co/nCT5EuJ0WL https://t.co/PPRVCAAGrR,2022-03-02 17:10:09+00:00,PhillyPolice,8,9,https://t.co/nCT5EuJ0WLhttps://t.co/PPRVCAAGrR
468,Wanted: Suspects for Homicide in the 35th District [VIDEO] https://t.co/dbRfm3Foc1 https://t.co/Run53YlTV2,2022-03-01 18:14:32+00:00,PhillyPolice,6,9,https://t.co/dbRfm3Foc1https://t.co/Run53YlTV2
469,RT @PPDJasReilly: ¿Interesado en el trabajo policial? @Phillypolice aceptará solicitudes de empleo a partir del 7 de marzo. Llame at 215-68…,2022-03-01 18:14:00+00:00,PhillyPolice,0,4,
470,"RT @PPDCommish: Happy #WomensHistoryMonth! Here are some of LE's powerful firsts: PO Alice Stebbins Wells, 1st female police officer. PO Ge…",2022-03-01 18:13:06+00:00,PhillyPolice,0,9,
471,Wanted: Suspect for Theft in the 12th District [VIDEO] https://t.co/ek0dlrjR9m https://t.co/mEBAKvH34K,2022-03-01 17:28:55+00:00,PhillyPolice,4,3,https://t.co/ek0dlrjR9mhttps://t.co/mEBAKvH34K
472,RT @PPD35Dist: Know where your kids are at? These are the curfew times for minors 18 and under. It is important to make sure they are home…,2022-03-01 16:46:30+00:00,PhillyPolice,0,18,
473,"RT @PPDRecruiting: Applications will open back up March 7, 2022 - April 1, 2022. You can apply online @ https://t.co/CcIjsamulj If you have…",2022-03-01 15:46:38+00:00,PhillyPolice,0,21,https://t.co/CcIjsamulj
474,Wanted: Suspect for Shooting Incident in the 19th District [VIDEO] https://t.co/eGNhc3ltgd https://t.co/htjfIvpM39,2022-02-25 12:40:45+00:00,PhillyPolice,15,15,https://t.co/eGNhc3ltgdhttps://t.co/htjfIvpM39
475,Wanted: Suspect for Shooting Incident/Victim in the 15th District [VIDEO] https://t.co/L15y1St02i https://t.co/vfcszJUafh,2022-02-24 16:40:47+00:00,PhillyPolice,10,18,https://t.co/L15y1St02ihttps://t.co/vfcszJUafh
476,Wanted: Suspects for Residential Burglary in the 5th District [VIDEO] https://t.co/sZ270VCtdg https://t.co/led3FjNge2,2022-02-23 23:36:46+00:00,PhillyPolice,7,11,https://t.co/sZ270VCtdghttps://t.co/led3FjNge2
477,Wanted: Suspect for Commercial Burglary in the 9th District [VIDEO] https://t.co/nSTB9885Ju https://t.co/8PFgB1Jldc,2022-02-23 23:06:26+00:00,PhillyPolice,6,12,https://t.co/nSTB9885Juhttps://t.co/8PFgB1Jldc
478,Wanted: Suspect for Commercial Burglary in the 6th District [VIDEO] https://t.co/ayfdEdYxx4 https://t.co/CCYckO62T6,2022-02-23 17:20:39+00:00,PhillyPolice,5,5,https://t.co/ayfdEdYxx4https://t.co/CCYckO62T6
479,Wanted: Suspect for Theft from Auto/Stolen Gun in the 22nd District [VIDEO] https://t.co/JA1meWo0v8 https://t.co/EwhL3mq89X,2022-02-23 15:43:22+00:00,PhillyPolice,7,8,https://t.co/JA1meWo0v8https://t.co/EwhL3mq89X
480,Wanted: Suspect for Residential Burglary in the 6th District [VIDEO] https://t.co/t3XTlW7iry https://t.co/GFA43yoq1C,2022-02-23 15:25:27+00:00,PhillyPolice,4,9,https://t.co/t3XTlW7iryhttps://t.co/GFA43yoq1C
481,"RT @PPDCommish: Today, @PhillyPolice joined our local, state, &amp; federal LE partners to announce the arrest of Jonathan Akubu, wanted in con…",2022-02-22 22:09:21+00:00,PhillyPolice,0,28,
482,Wanted: Suspect for Leaving the Scene Auto vs Pedestrian in the 39th District *Reward* [VIDEO] https://t.co/wtdxldqEmM https://t.co/aQYuglErBs,2022-02-22 18:03:58+00:00,PhillyPolice,4,7,https://t.co/wtdxldqEmMhttps://t.co/aQYuglErBs
483,RT @PPDJasReilly: Please be advised that @PhillyPolice @PPD15Dist has temporarily relocated to 7306 Castor Avenue while renovations are bei…,2022-02-22 17:06:43+00:00,PhillyPolice,0,13,
484,Wanted: Suspects for Auto Theft in the 18th District [VIDEO] https://t.co/lZDpv692sL https://t.co/1rXOBYL0Vj,2022-02-22 16:35:46+00:00,PhillyPolice,18,16,https://t.co/lZDpv692sLhttps://t.co/1rXOBYL0Vj
485,RT @PPDFrankBanford: https://t.co/gauRkYuyLD,2022-02-18 17:55:56+00:00,PhillyPolice,0,20,https://t.co/gauRkYuyLD
486,Wanted: Suspect for Robbery/Carjacking in the 16th District [VIDEO] https://t.co/qHAf53HIgU https://t.co/34zTiLnnrj,2022-02-18 12:34:59+00:00,PhillyPolice,8,12,https://t.co/qHAf53HIgUhttps://t.co/34zTiLnnrj
487,"RT @PPDInspThomas: Reach out to your District Community Relations Officer for details! @PPD35Dist @PPD14Dist @PPD05Dist @PPD39Dist 
@PPD12D…",2022-02-17 13:22:14+00:00,PhillyPolice,0,8,
488,Wanted: Suspect for Robbery/Carjacking in the 15th District [VIDEO] https://t.co/btuJNRI1zy https://t.co/LuSAvkIPnF,2022-02-17 13:13:12+00:00,PhillyPolice,4,10,https://t.co/btuJNRI1zyhttps://t.co/LuSAvkIPnF
489,RT @PPDJasReilly: @PhillyPolice sigue enfocado en detener a aquellos que buscan causar daño en Filadelfia. Estos son algunos arrestos reali…,2022-02-16 19:35:22+00:00,PhillyPolice,0,6,
490,Wanted: Suspect for Aggravated Assault in the 22nd District [VIDEO] https://t.co/RGNbtrYBbL https://t.co/EHqcuKCIE6,2022-02-16 11:39:29+00:00,PhillyPolice,7,11,https://t.co/RGNbtrYBbLhttps://t.co/EHqcuKCIE6
491,RT @PPDCommish: ... in a drive by shooting on the 4600 block of D St. The 29 y/o is critical at Temple Hospital after a seperate shooting &amp;…,2022-02-15 23:31:21+00:00,PhillyPolice,0,6,
492,"RT @PPDCommish: The senseless violence in the city is affecting everyone. Within minutes and on opposite sides of the city, 2 women and 1 y…",2022-02-15 23:31:03+00:00,PhillyPolice,0,19,
493,Wanted: Suspect for Robbery/Carjacking in the 1st District [VIDEO] https://t.co/qkmvQOFGa7 https://t.co/UmrquH0AmF,2022-02-15 16:57:52+00:00,PhillyPolice,11,10,https://t.co/qkmvQOFGa7https://t.co/UmrquH0AmF
494,"RT @PPDRecruiting: Today we remember Police Officer John Pawlowski who passed away on February 13, 2009. Officer Pawlowski had served with…",2022-02-13 16:43:46+00:00,PhillyPolice,0,34,
495,Wanted: Suspect(s) for Shooting Incident in the 17th District [VIDEO] https://t.co/DMacZ4Vvzs https://t.co/B81Smw3kU2,2022-02-12 11:49:49+00:00,PhillyPolice,13,11,https://t.co/DMacZ4Vvzshttps://t.co/B81Smw3kU2
496,Wanted: Suspects for Commercial Burglary in the 12th District [VIDEO] https://t.co/SOSsDUR42w https://t.co/MbFrS0nE5M,2022-02-12 11:36:39+00:00,PhillyPolice,5,9,https://t.co/SOSsDUR42whttps://t.co/MbFrS0nE5M
